job,salary,company,description,belong,experience,edu,address,address_detail
软件实习生4K起+五险一金+住房补贴+项目提成,4千-6千,苏州达内信息科技有限公司,岗位要求：1、大专及以上学历，计算机、理工、设计，工程类等相关专业优先；2、需有较好的学习能力及接受能力；3、勤奋努力好学，肯吃苦；4、理论基础扎实，学习成绩较好；5、应届毕业生优先；6、不限专业，前期有老员工带领学习，直到完全胜任工作；岗位职责：1、不限专业要求，对计算机软件感兴趣。2、基本掌握计算机的软件开发流程，对于疑难不懂的问题能及时发现，并解决。3、好学、细心，喜欢发现事物当中的不足。责任心强。欢迎优秀应届应届生来应聘，前期会有人带着岗前实训，一经合格，签订劳动合同，购买五险一金实习期间有饭补，薪资为基本工资+项目提成，多劳多得，不设上限。五天制，早上九点到下午六点，中午休息2小时，周六日双休。美国上市公司-达内合肥旗舰中心欢迎有志之士加入我们！应聘请点击咨询→｛在线咨询｝,互联网/电子商务 ,,大专,合肥,合肥市蜀山区南一环与肥西路交汇处汇金大厦21层
需求分析师-平嵌事业部,1万-1.5万,科大讯飞股份有限公司,岗位职责:1、负责用户和市场需求的收集和分析，配合产品经理进行产品规划；1、负责项目开发中的需求分析工作，承担需求调研、撰写需求分析报告及需求变更确认相关任务；2、参与承担部分系统设计任务，主要是业务设计和原型设计；3、参与技术评审工作。包括需求评审、系统设计评审、测试方案评审等；4、用户需求跟踪与交流。在项目开发过程中，与客户保持密切联系，及时掌握用户意见及需求变化；5、撰写解决方案。根据项目实践，承担并完成相关领域解决方案的撰写任务；任职资格:1、二年以上软件需求分析工作经验，至少掌握一种主流开发工具；2、熟悉软件开发需求工作方面的专业技能，掌握需求调研方法，能独立进行业务流程及业务模型分析设计，具有较好的文档水平；3、熟练UML用例图、活动图、序列图设计及GUI设计；4、较强的用户交往及沟通、协调能力；5、在一个或多个应用领域有比较丰富的项目开发经验，掌握相关的应用领域知识。,互联网/电子商务 ,3-5年,本科,合肥,合肥望江西路666号讯飞大厦
办公室网络信息员,4千-6千,安徽万工信息技术有限公司,1、大专及以上的学历，本科优先。2、理工科相关专业，有志在IT行业发展。3、对计算机语言有一定的了解，热爱计算机行业。4、工作责任心强，做事仔细，有耐心。5、接收应届毕业生。6、30岁以下。试用期2800－3000元，转正4000元起，带薪休假（年假、婚假、丧假、产假、病假、培训假），朝九晚五，五险一金，双休，餐补，带薪年假，年底双薪，生日礼金，节日祝福，入职即购买五险，转正后购买公积金。2015年应届毕业生优先。,互联网/电子商务 ,,大专,合肥,三孝口金诚大厦9007
软件测试实习生,4千-6千,安徽万工信息技术有限公司,1、大专及以上的学历，本科优先。2、理工科相关专业，有志在IT行业发展。3、对计算机语言有一定的了解，热爱计算机行业。4、工作责任心强，做事仔细，有耐心。5、接收应届毕业生。6、30岁以下。试用期2800－3000元，转正4000元起，带薪休假（年假、婚假、丧假、产假、病假、培训假），朝九晚五，五险一金，双休，餐补，带薪年假，年底双薪，生日礼金，节日祝福，入职即购买五险，转正后购买公积金。2015年应届毕业生优先。,互联网/电子商务 ,,大专,合肥,三孝口金诚大厦9007
急招0基础java开发实习生/java工程师助理/java工程师双休,4.2千-6千,合肥擎创网络科技有限公司,任职资格：1.应往届理工科相关专业（如计算机、机械、电子信息、通信、环境园林、土建等）；2.应届生有无经验均可，入职转正薪资4000~7000元；3.对IT/互联网行业不感兴趣者，请勿投简历(面试时请携带学历证书等相关证件)岗位职责：1、负责完成移动端产品应用的功能模块开发；2、负责在系统方案设计阶段提出软件设计方案，完成对应的模块设计，编码及调试工作；3、负责产品后续迭代版本开发，不断优化优化相关产品的质量、性能、用户体验；4、负责编写、维护和完善各种设计、开发及实现文档；5、按照项目计划，在保质保量的前提下，按时完成开发任务；6、具有良好的沟通协调能力，团队合作能力和敬业精神；,互联网/电子商务 ,,大专,合肥,合肥市蜀山区望江西路123号五彩国际609室
业务分析/需求工程师（校园招聘、统计专业）,4千-6千,安徽瑞信软件有限公司合肥分公司,岗位描述：负责业务调研、加工、分析、建模、销售材料等工作。岗位要求：1、本科以上学历，统计专业。2、学习能力强，逻辑思维和沟通协调能力强，有较强的理解力。薪酬待遇：月薪4000-6000元完善的福利体系：1、股份期权激励。2、社会保险及公积金：提供五险一金。3、下午茶：水果、饮料、甜点、零食随心享用。4、休假：每周双休，法定节假日，带薪年休假。5、其它：结婚生育礼金，传统佳节礼品，生日祝福，部门月度活动经费，公司年度旅游等。职业发展：业务分析—咨询顾问—产品经理工作地点：芜湖,互联网/电子商务 ,,本科,芜湖,芜湖市天门山东路2号永年办公楼
需求工程师（需求分析师）-合肥,1万-1.5万,金富瑞(北京)科技有限公司,"岗位职责：1.在项目前期组织对客户进行需求调研、分析，整理编写《用户需求说明书》；2.分析、解析用户需求，完成《软件需求规格说明书》编写，组织需求评审,负责客户方需求评审讲解；3.根据需求分析说明书，利用工具进行数据库结构及UI原型设计；4.负责需求变更调研及变更分析，完成《需求变更说明书》编写；5.协助售前完成符合客户要求的咨询方案,参与售前支持和业务规划；任职要求：1.本科以上学历，计算机相关专业，3年以上软件开发工作经验，2年以上软件需求分析工作经验；2.熟悉软件需求分析，具有良好的需求分析能力，能准确把握客户需求，能对客户需求进行良好分析和引导；3.较强的演讲和文档编写能力，能独立编写项目需求、规划方案等；能独立讲解方案和演示系统；4、熟悉SQL、.Net，熟练使用一种以上常用大型数据库，如：Oracle、SQLServer、DB2；5.良好的客户交流引导能力和呈现掌控能力，有一定的应变能力，具备较强的承压能力；6.具有ERP、供应链、物流软件业务需求分析、实施、咨询经验者优先；7.具备强烈的责任感及进取精神、善于沟通和协调，勇于任事，注重团队合作；",互联网/电子商务 ,3-5年,本科,合肥,合肥市高新区望江西路501号亚夏汽车大厦1706室
招数据统计专员（接受优先应届生）,3千-5千,山东文辉软件服务外包有限公司合肥分公司,岗位职责：1、了解需求部门的运作，能够透彻的理解公司的业务发展目标；2、负责收集公司内部数据并分析整理，制作数据分析报告；3、开发相关数据报表模板，为数据分析提供必要的数据支持；4、结合公司业务运作流程，通过数据挖掘和分析，为公司管理层提供决策支持；5、各种临时性数据的整理和分析。任职要求：1.大专及以上学历；2.良好的沟通能力及协调能力；3.好学、踏实、细心、敬业、勤奋、有责任心；4.熟练使用offer办公软件。薪资待遇：1.底薪3000起，另有项目提成和奖金2.工作时间早九点到晚六点，周末双休；3.工作环境清幽，同事之间相处融洽，氛围好；4.公司不对外招收管理人员，所有管理层均在员工中培养提拔。5.公司提供包食宿福利，欢迎应届生投递！,互联网/电子商务 ,,学历不限,合肥,合肥市金寨路立基大厦16楼
招大数据助理（统计，计算机专业优先考虑，周末双休）,4千-5千,山东文辉软件服务外包有限公司,岗位职责：1、参与大数据核心产品的设计及研发，打造完备的大数据技术体系；2、协助数据采集、数据分析、数据挖掘等大数据相关技术的研究及应用；3、参与大数据最新技术的研究及应用；4、根据相关业务需求，进行数据处理、分析及统计。岗位要求：1、大专及以上学历，18-28周岁，欢迎应届生投递；2、计算机相关以及理科相关专业优先；3、有耐心，持之以恒，有吃苦的心志；4、有团队合作精神。5、性格乐观，具有高度的团队合作精神和高度的责任心，有良好的沟通能力。福利待遇：1、转正4000-6000元，另加项目提成和绩效奖金；2、科学合理的绩效考核体系以及具有竞争优势的薪酬制度；3、为员工购买五险一金，让员工无后顾之忧；4、人性化的晋升管理制度、一对一的指定帮助让员工快速融入新环境并成长；5、五天七小时工作制、周末双休、法定节假日之外的带薪病假、年休假，让员工与家人共享美好生活。,互联网/电子商务 ,,大专,合肥,合肥市蜀山区金寨路91号
业务分析/需求工程师（待遇优发展好）,5千-1万,安徽瑞信软件有限公司合肥分公司,岗位描述：1、搜集整理需求材料（网上搜集、客户调研），对需求进行加工分析、原型设计和业务建模，准确描述和解释客户的业务需求，提供给开发人员进行设计、编码；2、负责项目建议书、建设方案、标书、汇报PPT等材料的制作。任职要求：1、一本以上院校，理工科专业，985、211院校专业不限。2、学习能力强，逻辑思维和沟通协调能力强，有较强的理解力。3、word、PPT运用熟练。薪酬待遇：月薪5000-10000元，特别优秀者待遇可面谈，绩效奖金，股权激励上班时间：周一至周五，上午8:00-12:00，下午13:30-17:30晋升途径：1、业务分析-资深业务分析师-业务分析主管2、业务分析-咨询顾问-项目经理-产品经理,互联网/电子商务 ,,本科,芜湖,芜湖市天门山东路2号永年办公楼
